USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  21464 13324 ?        Ss   15:51   0:02 /sbin/init splash noautomount splash
idiot       2552  0.0  1.0 2516620 144996 ?      Sl   15:52   0:13 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43972 -prefMapHandle 1:276902 -jsInitHandle 2:242716 -parentBuildID 20251009121631 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {fa063345-b977-4176-b01e-a49513c4e638} -parentPid 2352 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 5 tab
idiot       2618  0.0  0.3 403004 55132 ?        Sl   15:52   0:10 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20251009121631 -sandboxingKind 0 -prefsHandle 0:44101 -prefMapHandle 1:276902 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {138c1927-c78d-4a46-8dd3-f19b99af7eff} -parentPid 2352 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox-esr/browser 6 utility
root        2834  0.0  0.0  10324  5312 pts/0    S+   15:54   0:00 sudo su
root        2835  0.0  0.0  10324  2028 pts/1    Ss   15:54   0:00 sudo su
root        2836  0.0  0.0   9160  4460 pts/1    S    15:54   0:00 su
root        2837  0.0  0.0   9344  6388 pts/1    S    15:54   0:00 bash
root        3157  0.0  0.0      0     0 ?        I<   15:56   0:00 [kworker/R-tls-strp]
root        5915  0.0  0.0      0     0 ?        I    16:23   0:00 [kworker/4:2-mm_percpu_wq]
root        5997  0.0  0.0      0     0 ?        I    16:46   0:00 [kworker/6:1-events]
root        6347  0.0  0.0  10176  2372 ?        S    16:52   0:00 dbus-launch --autolaunch=888380c63a5b48eaad56c6d34ea73946 --binary-syntax --close-stderr
root        6348  0.0  0.0   8284  2764 ?        Ss   16:52   0:00 /usr/bin/dbus-daemon --syslog-only --fork --print-pid 5 --print-address 7 --session
root        6360  0.0  0.0 390504 13084 ?        Sl   16:52   0:00 /usr/libexec/xdg-desktop-portal
root        6365  0.0  0.0 459380  7736 ?        Sl   16:52   0:00 /usr/libexec/xdg-document-portal
root        6369  0.0  0.0 236764  6880 ?        Sl   16:52   0:00 /usr/libexec/xdg-permission-store
root        6375  0.0  0.0   2488  1536 ?        Ss   16:52   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /root/.cache/doc
root        6380  0.0  0.1 340516 24268 ?        Sl   16:52   0:00 /usr/libexec/xdg-desktop-portal-gtk
root        6386  0.0  0.0 237528  7768 ?        Sl   16:52   0:00 /usr/libexec/gvfsd
root        6391  0.0  0.0 380384  6712 ?        Sl   16:52   0:00 /usr/libexec/gvfsd-fuse /root/.cache/gvfs -f
root        6400  0.0  0.0 239816  9744 ?        Sl   16:52   0:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
root        6411  0.0  0.0 156332  5516 ?        Sl   16:52   0:00 /usr/libexec/dconf-service
root        8370  0.0  0.0      0     0 ?        I    18:11   0:01 [kworker/0:2-events]
root        8474  0.0  0.0      0     0 ?        I    18:11   0:00 [kworker/5:0-cgroup_destroy]
root        8826  0.0  0.0      0     0 ?        I    18:22   0:00 [kworker/7:0-events]
root        8827  0.0  0.0      0     0 ?        I    18:22   0:00 [kworker/1:2-events]
ntpsec      9004  0.0  0.0  11024 10900 ?        SLs  18:22   0:00 /usr/sbin/ntpd -p /run/ntpd.pid -g -N -c /run/ntpsec/ntp.conf.dhcp -u ntpsec:ntpsec
root        9092  0.4  0.0      0     0 ?        I    18:40   0:24 [kworker/u32:4-events_unbound]
root        9299  0.0  0.0      0     0 ?        I    18:50   0:00 [kworker/2:3-events]
idiot       9337  6.4  4.4 3446808 636728 ?      Sl   18:51   5:02 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:42311 -prefMapHandle 1:276902 -jsInitHandle 2:242716 -parentBuildID 20251009121631 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7de7cbb5-a883-4d9a-894e-82bde235f940} -parentPid 2352 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 40 tab
root       10625  0.0  0.0      0     0 ?        I    19:21   0:00 [kworker/4:1]
root       10724  0.3  0.0      0     0 ?        I    19:25   0:10 [kworker/u32:1-btrfs-endio-write]
root       10741  0.0  0.0      0     0 ?        I    19:26   0:02 [kworker/u32:15-btrfs-endio-write]
root       10884  0.5  0.0      0     0 ?        I    19:26   0:14 [kworker/u32:17-gfx]
root       11143  0.0  0.0      0     0 ?        I    19:27   0:00 [kworker/3:2-events]
idiot      11313  0.0  0.6 2451936 89108 ?       Sl   19:29   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:42478 -prefMapHandle 1:276902 -jsInitHandle 2:242716 -parentBuildID 20251009121631 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5646c6be-37ba-4ae6-98e8-cc1af1d084c0} -parentPid 2352 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 43 tab
idiot      11401  1.9  1.4 1461543668 208932 ?   Sl   19:30   0:44 /usr/share/codium/codium
idiot      11406  0.0  0.3 33824604 54696 ?      S    19:30   0:00 /usr/share/codium/codium --type=zygote --no-zygote-sandbox
idiot      11407  0.0  0.3 33824596 54676 ?      S    19:30   0:00 /usr/share/codium/codium --type=zygote
idiot      11409  0.0  0.0 33824620 13008 ?      S    19:30   0:00 /usr/share/codium/codium --type=zygote
idiot      11436  4.1  1.2 34368904 177940 ?     Sl   19:30   1:34 /usr/share/codium/codium --type=zygote --no-zygote-sandbox
idiot      11446  0.0  0.5 33891268 78676 ?      Sl   19:30   0:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=7ae338fb-5508-4c25-9a69-c143cf7b0ba8,no_channel --user-data-dir=/home/idiot/.config/VSCodium --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15438349613407432560,4038316881507836708,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
idiot      11501 13.1  2.6 1479883388 372284 ?   Sl   19:30   5:01 /usr/share/codium/codium --type=zygote
idiot      11586  0.6  0.8 1461368732 124860 ?   Sl   19:30   0:14 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=7ae338fb-5508-4c25-9a69-c143cf7b0ba8,no_channel --user-data-dir=/home/idiot/.config/VSCodium --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15438349613407432560,4038316881507836708,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
idiot      11599  0.7  1.2 1461347168 173852 ?   Sl   19:30   0:17 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --enable-crash-reporter=7ae338fb-5508-4c25-9a69-c143cf7b0ba8,no_channel --user-data-dir=/home/idiot/.config/VSCodium --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15438349613407432560,4038316881507836708,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
idiot      11625  0.1  0.8 1461343408 117168 ?   Sl   19:30   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=7ae338fb-5508-4c25-9a69-c143cf7b0ba8,no_channel --user-data-dir=/home/idiot/.config/VSCodium --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15438349613407432560,4038316881507836708,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
idiot      11626  0.1  0.7 1461360352 110564 ?   Sl   19:30   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=7ae338fb-5508-4c25-9a69-c143cf7b0ba8,no_channel --user-data-dir=/home/idiot/.config/VSCodium --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,15438349613407432560,4038316881507836708,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
idiot      11693  0.0  0.0   8572  5044 pts/2    Ss   19:30   0:00 /usr/bin/bash --init-file /usr/share/codium/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
idiot      11822  0.0  0.0   8440  5156 pts/4    Ss+  19:30   0:00 /usr/bin/bash --init-file /usr/share/codium/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
idiot      11834  4.3  3.9 1009100 557656 ?      Sl   19:30   1:39 /home/idiot/Hacking/ForenX/forenxEnv/bin/python /home/idiot/.vscode-oss/extensions/ms-python.python-2025.16.0-linux-x64/python_files/run-jedi-language-server.py
idiot      11904  0.1  0.3  55428 47188 ?        S    19:30   0:04 /home/idiot/Hacking/ForenX/forenxEnv/bin/python /home/idiot/.vscode-oss/extensions/ms-python.python-2025.16.0-linux-x64/python_files/lib/jedilsp/jedi/inference/compiled/subprocess/__main__.py /home/idiot/.vscode-oss/extensions/ms-python.python-2025.16.0-linux-x64/python_files/lib/jedilsp 3.11.2
root       11917  0.0  0.0  10336  5256 pts/2    S+   19:30   0:00 sudo su
root       11918  0.0  0.0  10336  1632 pts/5    Ss   19:30   0:00 sudo su
root       11919  0.0  0.0   9164  4288 pts/5    S    19:30   0:00 su
root       11920  0.0  0.0   9336  6072 pts/5    S+   19:30   0:00 bash
root       12719  0.1  0.0      0     0 ?        I    19:38   0:01 [kworker/u32:2-btrfs-compressed-write]
root       13372  0.0  0.0      0     0 ?        I    19:40   0:00 [kworker/6:3-events]
root       13422  0.0  0.0      0     0 ?        I    19:40   0:00 [kworker/5:3-mm_percpu_wq]
root       13424  0.0  0.0      0     0 ?        I    19:40   0:00 [kworker/7:1-events]
root       13535  0.0  0.0      0     0 ?        I<   19:40   0:00 [kworker/u33:8-ttm]
idiot      13689  0.0  0.0   8572  5236 pts/6    Ss   19:43   0:00 /usr/bin/bash --init-file /usr/share/codium/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       13806  0.0  0.0  10336  5184 pts/6    S+   19:43   0:00 sudo su
root       13817  0.0  0.0  10336  1820 pts/7    Ss   19:43   0:00 sudo su
root       13818  0.0  0.0   9164  4224 pts/7    S    19:43   0:00 su
root       13819  0.0  0.0   9336  6288 pts/7    S+   19:43   0:00 bash
root       14194  0.0  0.0      0     0 ?        I<   19:44   0:00 [kworker/u33:9-ttm]
root       14195  0.0  0.0      0     0 ?        I<   19:44   0:00 [kworker/u33:10-ttm]
root       14196  0.0  0.0      0     0 ?        I<   19:44   0:00 [kworker/u33:11-ttm]
idiot      14217  0.0  0.6 2451936 91888 ?       Sl   19:44   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:42478 -prefMapHandle 1:276902 -jsInitHandle 2:242716 -parentBuildID 20251009121631 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {39df4f6b-d036-4e75-8efc-3a596a9c1af9} -parentPid 2352 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 44 tab
idiot      14259  0.0  0.6 2451936 90068 ?       Sl   19:44   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:42478 -prefMapHandle 1:276902 -jsInitHandle 2:242716 -parentBuildID 20251009121631 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {21d62211-7a1a-48d7-afeb-b8d18bb3639c} -parentPid 2352 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 45 tab
root       14478  0.0  0.0      0     0 ?        I<   19:49   0:00 [kworker/u33:0-ttm]
root       14483  0.0  0.0      0     0 ?        I    19:50   0:00 [kworker/0:3-events]
root       15038  0.0  0.0      0     0 ?        I    19:52   0:00 [kworker/u32:5-btrfs-endio-write]
root       15105  0.0  0.0      0     0 ?        I    19:52   0:00 [kworker/u32:7-btrfs-endio-write]
root       15508  0.0  0.0      0     0 ?        I<   19:53   0:00 [kworker/u33:2-ttm]
root       16104  0.0  0.0      0     0 ?        I    20:00   0:00 [kworker/1:3-mm_percpu_wq]
root       16279  0.1  0.0      0     0 ?        I    20:02   0:00 [kworker/u32:3-btrfs-endio-write]
root       16280  0.0  0.0      0     0 ?        I    20:02   0:00 [kworker/u32:6-flush-btrfs-1]
root       16560  0.0  0.0      0     0 ?        I<   20:05   0:00 [kworker/u33:1]
root       16561  0.0  0.0      0     0 ?        I<   20:05   0:00 [kworker/u33:3]
root       16703  0.0  0.0      0     0 ?        I    20:07   0:00 [kworker/u32:0]
root       16708  0.0  0.0      0     0 ?        I    20:08   0:00 [kworker/7:2-cgroup_destroy]
root       16709  0.0  0.0      0     0 ?        I    20:08   0:00 [kworker/2:0-mm_percpu_wq]
root       16758  0.0  0.0  11412  5100 pts/1    R+   20:09   0:00 ps aux
